jobTitle,jobSubTitle,jobSalary,applyNum,resumeReadPercent,jobWelfare,jobRequirement,jobCity,jobDescription,needNumber,positionTotal,companyCharacter,feedbackRation,companySize,creditCode,operatingStatus,regAddress,orgNumber,regCapital,companyIntro,Real/Fake
 促销/导购员,90后团队+全能学徒高薪 ,6000-12000元/月,4,100,包住_年底双薪_话补_加班补助_高额提成_现金奖_带薪培训,学历不限_经验不限,gz," 这一天，也许是改变你人生命运的一天，因为有我们，为你搭起具潜力的职业舞台。 这一刻，聚光灯闪亮，音乐响起，只等待主角登场。今天，为你提供改变命运的人生舞台。我们一直坚信，人才是团队最重要的财富，是团队发展的源动力，我们始终把培养招聘精英团队当作最重要的事去做。期待你的加入！成就我们共同的梦想！--------------------------------------------------------------------------------------无需经验！全程带薪培训。只要勤快+坚持+两个月=保证月入1万，年收入10-30万！我们是团队分工合作的管理模式，开单率高达80%，一张单4万业绩到手1.6w+5千现金奖+3000底薪=一张单收入2.4万！！ 做满一年的同事买车，满二年的买房！！---------------------------------------------------------------------------------------千人企业招兵买马正式起航你还在遭受白眼吗？你还在羡慕嫉妒恨吗？难道你不想改变一下吗？难道你就甘于落后？难道你就自认卑微吗？优先录取条件：1、有野心的优先录取2、有信心的优先录取3、有决心的优先录取---------------------------------------------------------------------------------------一、公司福利1.资薪：无责任底薪2000—3800+全行最高提成40%无跳点+开单即有5000-10000现金奖。我司业务员经过系统培训后：用心一点:一般月收入可达8000-12000元。专心一点:一般月收入可达15000-20000元。管理层人员：小团队:普通管理层一般在30000-50000。大团队:优秀管理层一般在80000左右的收入。优秀高层管理者月收入可达200000以上。2.福利:3天转正,可享五险一金,享受国家带薪假期(节假日假期,伤假,产假,慰藉假等)3.晋升:3个月一次晋升机会,能力强的同事,最短半年时间可晋升为营业经理(从事管理),业绩说话4.褒奖:设季度,年度竞争大赛,对“业绩前十”者褒奖,并给予公司付费去国内,国外旅游机会,年终大奖为小矫车6台(本田、思域、奥迪A4、A6)本团队设每个月旅游，K歌，聚餐，篮球比赛5.其它:面试详谈---------------------------------------------------------------------------------------二、岗位职责:1.对在售一手楼盘的销售,展示,业务跟进2.主要一手楼盘（广州及周边地区）的推销3.对楼盘,客户资料的搜集整理,做好有关房管局的手续工作4.对合同事宜的评估和跟进5.等等,其余面试详谈任职资格：1、18-40周岁男女均可，有无行业经验或从业经历均可，可享多对一连环培训；2、诚实守信，吃苦耐劳，具有良好的团队精神；3、热爱销售行业，为事业而工作，不为工作而工作；4、目标清晰，意志坚定，不获存款100，000元绝不辞职。薪酬福利：1、良好的培训晋升体系；包括：专业知识、销售技巧、心态、时间管理、管理技巧等；2、无责任高额底薪+高额提成+宗数奖金+实收奖金+各种现金奖+带薪年假+带薪培训。过去一年的平均工资最差的每月也有10000左右的收入，做得比较好的同事则有平均每月20000元以上的收入。3、社保；4、定期国内外旅游；5、定期公司组织户外拓展及室外活动6，晋升机会多，发展平台宽欢迎---------------------------------------------------------------------------------------三、面试安排1.面试时间:早上10:30至下午18:002.面试地址:广州市、白云区、金钟横路、博雅假日酒店6楼、雄宇集团3.地铁2号线飞翔公园站A出口、过来前提电话联系! ",6人,12,私营,64,1000人以上,91440101MA59FC3D4H,存续,广州市白云区金钟横路32号之二6楼（部位：602）,MA59FC3D4,500万人民币元,"广州华江房地产代理有限公司于2002年成立，是一家经国土资源局和房管部门核准的房地产中介服务机构，具有合法经营资质的专业房地产公司，公司经营区域将进一步向商业地产领域扩张、发展，实现公司经营的横向快速增长。真正做到了公司与员工共同发展的合作关系公司实行科学化、人性化的管理模式。
我们华江地产拥有全部同和、沙太路版块盘源、客源也最多。自公司成立以来，倾尽心思与心血，从细节出绩效，终于赢得了市场客户的认同与赞赏。提供良好的、具有市场竞争力的薪资待遇，并提供公平透明的晋升机制及广阔的发展空间。同时，公司经常举行晚会、旅游和各种各样的竞赛及员工活动，职员的业余生活丰富多彩。
华江是一家极具实力的一手房产代理公司，自成立以来，公司一贯秉承对客户以客为尊的服务宗旨，对员工以人为本的管理理念，同时结合创新完善的管理制度，一直运筹帷幄。
正是这样的企业文化，令公司在市场萧条，同行纷纷萎缩倒闭的情况下还能一军崛起，规模不断壮大，业绩不断蒸蒸日上，现在已经是海珠板块最具有影响力的房地产中介公司之一。",0
 研发工程师,诚聘汽车线束工程师 ,薪资面议,12,0,包住_房补_单休,高中_3-5年,sz, 工作内容：1. 协助线束工程师，对接客户，负责线束从新产品导入、制造技术方案2. 汽车线束打样，试产安排。3. 能制作线路接线图，组装图等制造过程的技术文件。4. 工装设备开发，管理，规划。5. 有2年以上汽车线束制程工程师的工作经验。职位要求：高中以上学历，有装车经验优先！工作时间：26天 ,1人,2,私营,42,100-499人,91440300069273162M,存续（在营、开业、在册）,深圳市宝安区西乡街道固戍一路下围园商务大厦A座701室,069273162,100.000000万人民币,"本公司是专业从事车用连接器系列塑件，医疗设备、安防工程、监控设备、工程设备系列、汽车、电动车、旅游观光车等线束的专业企业。产品广泛用于车载CD、医疗设备、安防工程、监控设备、大型工程设备系列及周边线束配套等领域的产品。
  公司技术实力雄厚，生产检测设备完善，管理制度完善。拥有一批管理经验丰富，产品开发能力强的相关管理人员和技术骨干精英，公司全面通过执行ISO/TS16949质量管理体系。秉承“以质量求生存，以信誉谋发展”坚持“品质是一种责任，交期是一种信誉，服务是一种态度”的车邦信念，业精于勤，务实进取，开创更好的明天。
    深圳市车邦电子有限公司是一家及技术、生产、服务、销售为一体的公司，公司成立于2011年1月28日，位于深圳市宝安区松岗街道亚洲电力工业园4栋5楼，工厂面积约2300多平米，员工人数150人左右，始终以“品质、交期、服务”树立品牌形象，始终坚持以客户为导向的经营思想，坚持认真落实、开拓创新、勤奋务实的管理理念。
    公司拥有专业的工程技术人员和管理人员，有大批工厂技术人员，有专业的营销队伍，是全国客商生产上的坚强后盾和信心保证。
    企业文化宣言:我们永远以一颗热情、年轻、善良的心面对客户，以公司远景目标及美好愿景作为奋斗目标，倡导彼此关爱、相互激励、共同成长的团队精神，树立“诚信、务实、敬业、奉献”的企业形象。
    企业经营理念：品质、交期、服务
    公司福利待遇：每年公司定期组织游玩，过年过节发放小礼品，工资待遇人性化。
    公司现因业务扩展，特诚聘行业内各职务精英人员。",1
 招生/课程顾问,课程顾问/咨询师/销售 ,薪资面议,94,56,五险一金_房补_话补_交通补助_饭补,学历不限_经验不限,sz," 课程顾问：1、	负责课程销售，并完成相应指标2、	通过电话、微信、QQ等各种手段与家长进行沟通，了解家长学生需求，邀约上门3、	提供专业的咨询解答，适当进行学习或职业规划，消除学员疑虑4、	有效的客户沟通，针对性给予家长关于学生的学习建议，推荐适合的课程和班型，以促成学员报读；5、	利用公司资源，开发新客户，维护老客户6、	完成其他常规性工作任职要求：1、不要求经验，公司会提供岗前培训；2、热爱销售，具备较强学习能力，执行力好，看好教育行业；3、脚踏实地、吃苦耐劳、志在拼搏；4、具有较强的销售意识，能承受销售压力，责任心强，有相关销售工作经验优先考虑5、业绩中上、资质优秀，可以晋升为储备主管，两个月考核期后晋升主管；6、随时到岗的优先安排面试；三个工作日内无法到岗的，请先电话咨询。福利及其他:1、一经录用签订劳动合同,享受国家规定的节假日,福利待遇优;2、无责底薪+提成+奖金+五险一金=8千~2万的月收入；3、我们不仅有：聚餐聚会、集体旅游、生日会、节日礼等等；4、我们还有：员工免费学习公司课程，实现多维发展，提高职场竞争力；5、提供岗前培训、衔接培训、管理能力培训等专业培训和广阔的职业发展空间;6、公司倡导“高效工作、快乐生活”理念。7、诚意邀请有实力的营销团队,营销经理等加入我们的团队 ",1人,7,私营,74,10-49人,91440300MA5DNKTL4A,存续（在营、开业、在册）,深圳市龙岗区坂田街道信义御珑豪园2栋一层51-52号商铺,MA5DNKTL4,80.000000万人民币,经过多年的积累和成长， i思考教育已成为深圳知名的中小学课外辅导机构。从单一的课后作业辅导，发展成为集课后作业辅导、中高考各科科目补习、书法辅导等课程于一体的综合辅导机构；涵盖小学3年级到高中3年级阶段的语文、数学、英语、物理、化学、文综、理综科目的补习；根据家长和学生们的实际需求，补习辅导形式分为：VIP一对一（含一对二、一对三）、精品小组（4-8人）课程。并以现代化的教学设施，先进的教学理念，优秀的教师团队，优美的教学环境，贴心周到的课后跟踪服务都让每位来i思考的学员留了下来，并爱上了i思考，与i思考共同进步。,1
 普工,光宝通信直招轻松坐式上班 ,4500-6000元/月,0,100,五险一金_包吃_包住_周末双休_年底双薪_房补_话补_交通补助_饭补_加班补助_季度旅游,学历不限_经验不限,gz, 正式工薪资待遇：1、基本底薪：2100--2650元，5天8小时制，加班80-120个小时左右。加班费计算：周一至周五每天加班2-3小时，每小时加班费18--18.37元，周六加班约10小时，每小时加班费23.7--27.36元，法定节假日加班费39.5元。2、绩效奖金：400-700元/月（视工作状态奖励）。3、生产奖金：100-500元/月，全勤奖：100-300元/月。4、季度奖金：300-500元，公司每月补贴餐费：300-400元。5、久任奖金：在职满1个月加给100，满2个月加给200，满3个月以后都是每月加给3006、年资津贴：年资满三个月加给50元，满6个月加给100元，满9个月加给150元，满12个月加给200元。6、（月综合工资4000--5500元）工资以打卡方式每月12号准时发放，打入工资卡。招聘岗位:普工、临时工、仓管、物料、品检、测试、组装、SMT、包装工等岗位 ,50人,68,个人企业,100,10-49人,91440112685242968Q,存续,广州市黄埔区黄埔东路3889号5215铺（仅限商业用途）,685242968,200万人民币元,"郑重声明：不收取所谓介绍费以及押金。
我们从未要求收费、如遇收费、请举报、举报有奖、现金1500元。
当天安排面试、当天安排入职、当天安排住宿、带薪培训、包吃包住、综合4500-5800元/月左右。
有意向请致电人事部招聘热线，直接电话报名或者短信报名，少投递简历，简历回复慢，以免错过入职！
【入职每礼拜可预支300元工资】
【现招聘：正式工、临时工、实习生、学生工】
【符合条件者公司全部会录用，带行李身份证入职，当天安排住宿】
【世界500强】
广洪企业管理咨询有限公司是经广州市工商行政管理局批准成立的一家人才招聘企业管理、信息咨询、外包、劳务派遣、职业介绍、猎头、法务咨询，跨区域、网络化、信息化、智能化的综合性企业管理公司。
广洪企业本着积极创新，不断开拓企业理念。我司在2008年广东省内建立起以广州总部为核心，覆盖深圳、东莞、佛山、江门、珠海、从化、清远、增城等分公司。在广州拥有多个直属招聘市场，招聘能力在同行业位列前茅。
我司下属有两家人力资源公司：广州益才人力资源有限公司和广州奥博人力资源有限公司，我司与山东省聊城市、荷泽市，湖南省邵阳市，河南省洛阳市、周口市等劳动局与地方技校和高校签订长期战略合作协议，从而我司形成了联合办学和民工劳务输出为一体的多元化新型人力资源经营模式。",0
 仓库管理员,收银/仓管（嘉亭荟） ,4000-6000元/月,13,47,五险一金_周末双休_雇主责任险,学历不限_经验不限,sh, 任职要求：1）年龄20-40周岁，形象气质佳；高中或中专以上学历，言谈举止得体；有过收银/仓库管理工作经历者优先，工作细心负责，有较强的执行能力；3）熟练使用主动化办公软件，具备基本的网络知识；岗位职责：1）负责门店收银工作、维持现金入柜安全；2）商品的出入库管理、数量清点、质量检查及安全管理；3）定期进行仓库盘点，合理分配库位，根据实际情况对现场进行合理调整；4）保证商品的有序、安全存放，数量准确；保证对待顾客的服务质量。 ,1人,21,上市公司,53,1000人以上,913101041346340335,存续（在营、开业、在册）,上海市徐汇区中山西路2020号501A77室,134634033,2000万人民币,"迪信通集团（股票代码：06188.HK）是中国通讯连锁企业之一。成立于1993年，公司自成立以来始终致力于移动通信终端的销售和服务，是目前国内门店最多，覆盖省份最广，市场占有率最高的通讯连锁零售企业。公司依托全国26个省（市）的近2000余家零售门店和专业化的服务体系，向个体消费者销售手机、配件和提供增值软件服务、手机个性化服务、售后等综合服务，年销售额150亿。公司在""好人、好店、好产品、好服务、好促销、好财务、好关系""七好""思想的正确指引下，在全国万余名员工的共同努力下，得到了全国广大消费者的普遍认可和信赖，公司在通讯连锁行业一直保持市场主导地位，市场份额稳居第一，始终保持行业龙头地位！
       迪信通集团上海分公司成立于2000年，从2002年的十几家直营店发展到目前的超过130家门店，加盟50家，2017年与集团共同打造出”UP+”智能生活科技品牌，主攻消费电子领域手机及职能硬件产品零售，以年轻化、时尚化、科技感为方向，打造智能科技生活的连锁品牌，全面转型新零售模式。上海迪信通旗下三大品牌：迪信通 Dphone UP+
公司历经10多年的发展，门店网点已经覆盖全川各县、市、拥有180余家专业门店，年销售额过10亿！
公司正值快速发展之际，面向全社会诚邀各路精英加入！
在迪信通，你能得到：
和年青人一起工作，激情创业！
持续盈利！傲娇任性！
偏扁平化架构，随时和leader“胡吹海聊”一番！
宽松的工作环境、随和的文化氛围让你身心愉悦！
各种智能通讯电子，兴趣爱好也可变事业！

我们为优秀的你提供了什么？
※ 五险一金（保证你的养老无忧~~）
※ 年度调薪机会（你有多大能耐，就有多大空间哦~）
※ 人才培养计划（对自己有要求的你会让你更加优秀~）
※ 年度高逼格或跨境outing（是不是想说：咋不上天呢？？）
…… （什么大趴小趴、生日会、下午茶、各种节都说不过来！！！）

我们的官网：www.dixintong.com
公司地址：上海市闵行区秀文路898号西子国际1号楼17楼（12号线七莘路 站，1号口出，步行10分钟即到）
          上海市闵行区沪闵路7388号南方百联国际6楼迪信通（1号线莲花路地铁站对面即到）

欢迎各路青年才俊加入上海迪信通大家庭！",1
 电工,五险一金包住高压电工 ,4500-5000元/月,158,42,五险一金_包住_话补_交通补助_饭补_加班补助,中专_1-2年,gz," 任职要求：1. 中专毕业或同等学历以上，大专学历优先；2. 1年以上工作经验3. 具备良好的协调能力，肯吃苦耐劳,做事细心,与客户沟通能力强。4. 持有效的法定上岗证（高压进网证、维修电工证）5.任职大型物业企业、专业工程公司或星级酒店同等职位两年以上优先考虑。 ",10人,11,私营,76,100-499人,914401065961962777,存续,广州市越秀区环市东路372号正佳东方国际广场38层3813房,596196277,100万人民币元,"洲际物业成立于2012年，隶属于广州正佳集团，是广州市物业管理协会理事单位。现有员工约110人，管理多个位于广州市核心商圈的商业物业，总面积约15万平方米，正携手国际知名物业顾问----第一太平戴维斯共同为业主创造优质、高效、贴心的服务，提升其物业资产价值。
  伴随着时代的进步与变迁，洲际物业将顺应客户需求的变化，致力于企业的可持续发展，携手共进，广纳人才，再创佳绩。",1
 网络销售,网络销售+底薪5k+保险 ,5000-8000元/月,3,100,房补_五险一金_就近安排_带薪年假,"大专_经验不限,可接收应届生",bj, 这是一个可以帮您改变自己和家族命运的平台，如果您不甘平庸，渴望实现人生价值，欢迎来这里！1、成为麦田房产经纪人的条件：1）年龄20-35周岁；2）大专及以上学历（退伍军人学历不做特别要求）；3）有意愿从事房产经纪业，想通过自己的努力创造不平凡。2、工作内容：1）负责房源信息维护推广，打造个人顾问式职业品牌形象；2）为客户提供有温度的顾问式带看体验；3）促成买卖双方交易达成，交易过程为客户提供专业的权属转移服务。3、我们能提供：1）努力决定收入：底薪高、有保障：试用期无责高底薪5000元/月；收入有竞争力：综合收入高于其他行业销售的收入水平，1年内新人平均月收入达到10000元，2年以上的经纪人平均月收入会迅速达到15000---20000元；收入公平：努力决定业绩，业绩决定提成；努力越多，收入越高，永不封顶。2）有温度的福利，让你和家人都放心：麦基金：麦田人自己的保险库，帮助遇到困难的员工及其直系亲属。目前，麦基金累计为258个家庭送去了帮助和家人般的温暖，支出达432万元；还有更丰富的惊喜：离职感谢金+住房解决方案+节假日福利+员工体检+菁英大礼包+社团活动+人才推荐奖+五险+菁英出游+购房福利+金司徽+内部转岗奖励。3）职业发展：发展路径清晰：经纪人-业务经理-大店区经-大区总监-片区总经理-城市总经理；晋升速度快：从经纪人到业务经理的平均晋升周期1—2年，最年轻的业务经理22岁，入司仅1年升任业务经理；最年轻的大店区经24岁，入司仅4年升任大店区经。大BOSS模式：“有一个店长开一家店”业务线1800名管理干部100%自主培养，不看年龄、不看资质，业绩贡献和能力优先，机会公平，可以靠自己的努力实现。4）新人培训岗前培训：6天，帮助你了解行业、公司、文化及商务礼仪；春耕班：前4个月，每月2天，帮助你掌握房产经纪人作业模式需要的专业知识和操作技能；师徒制：帮助你快速将所学知识应用于实践。5）工作地点选择多：北京300余家店面，总有一家适合你。6）工作氛围：这里80%的经纪人，近40%的业务经理都是90后小伙伴。积极、乐观、进取的团队作战文化，麦田大家庭氛围。4、招聘流程面试流程短：初试通过进复试，复试通过进培训；面试结果反馈快：面试通过候选人1个工作日可获得面试结果。5、温馨提示：请您参加面试时携带最新更新的简历，并注明应聘职位。6、面试地址：北京市朝阳区望京东   园三区远洋万和公馆4号公馆公司官网：www.maitian.cn ,20人,65,股份制,94,1000人以上,911101057776574230,开业,北京市朝阳区望京东园三区16号楼3层301,777657423,2000 万元,"麦田房产集团成立于2000年10月19日，05年进驻北京，目前已发展为横跨南北，辐射北京、福州、厦门三地，致力于房产经纪代理、居间、担保、售后服务等领域的全国集团型企业。目前拥有近600多家直营门店，员工人数超过10000多名，集团总部中心位于北京市CBD商务核心位置5A级写字楼复星国际中心。  

    麦田房产集团成立15周年，北京麦田成立9周年，目前已经成长为中国本土最具影响力和发展潜力的经纪房产服务商之一；全国直营连锁，定位中高端市场，平均成交价格400万，发展速度和人均收入始终蝉联同行业第一名，业绩遥遥领先。凭借14年间对房地产经纪业中合同、法律、信贷、金融、以及市场运作的深入研究与探索，结合国外科学管理模式和国内现状，坚守“不炒楼，不赚差价，透明交易”的原则，同时独创出麦田自身的商业模式和企业文化，为整个房地产经纪业的健康发展做出积极贡献。未来，我们将以每年超过50％的发展速度稳健前进，陆续进驻中国各大中城市，逐步形成覆盖中国的战略布局。麦田房产集团每年目标成交总额在200亿左右，长期为国民经济做出重要贡献。

    真诚、善良、感恩的麦田人，凭借专业能力和优质服务、独一无二的业内企业文化，以同享丰收为企业目标，始终保持稳健前进的步伐，进而不断获得业界和客户的认可，频频亮相媒体独家专访，专题报道多次见诸网络和报端。麦田人希望通过自身的自律和不懈地努力，用我们的行为引导行业，规范行业，完善行业，进而影响行业乃至全中国！ 

1、薪酬待遇：较高的无责底薪，独特的提成方式，完善的福利补贴，保证麦田的新人和老人学到的同时更能赚到。
2、晋升空间：明确的晋升时间，科学的晋升制度，完善的晋升体系，致力于打造一个公开，公平，透明的晋升平台。
3、培训体系：坚信一流的公司，一流的培训。“全方位、立体式、多层次、多角度、专业化”培训、不外聘管理层的我们被业内称为“黄埔军校”和“麦田学院”，始终做到培训是员工最大的福利。
4、保险补贴：健全的社保体系，提供养老保险、医疗保险、工伤保险和失业保险，为员工的全力付出保驾护航。“麦基金”的出现，更是为员工解决后顾之忧。
5、奖励体系：月度、季度、年度评选优秀员工，现金大奖与认可的同时，还可以与总裁亲密接触。
6、工作氛围：和谐、互助、团结、共赢的工作理念，融洽的工作氛围，为大家创造一个良好的工作环境。
7、企业文化：麦田“五行”：感恩、正向、专注、精进、利他。善的文化，家的方向，麦田人的行为标准正是对企业文化的最好诠释。
8、生活娱乐：多姿多彩的文娱生活，节日中特殊神秘的礼金礼品，优秀员工的全球旅游，让大家感到家一样的温暖。",1
 销售代表,家具销售8K五险一金 ,5000-8000元/月,29,15,五险一金_包住_交通补助_加班补助_员工体检_员工旅游,学历不限_经验不限,sh, 急聘导购，拓展业务员综合月薪8K+（底薪+绩效+提成）如有意向可来电咨询岗位职责：1、负责门店对日常客户的接待、讲解、推荐、和家具产品的出售工作。2、负责门店客户的售前、售中和售后的维护。3、负责门店店面环境的日常维护。任职资格：1、学历不限，20-35岁之间，形象良好，有亲和力；2、具良好服务意识，沟通能力强，服从工作安排；4、性格外向、为人热情、处事利索。5、有过商场门店销售经验、家装、家具销售经验者从优录取。拓展业务员1、楼盘客户接待、客户信息搜索、产品介绍及业务拓展开发。2、根据客户要求和装修风格，给客户合理化建议3、上海区域内渠道开拓与维护，根据销售状况及市场推进计划进行网络维护、提升和优化。4、领导交办的其他事项工作地点:1、上海市宝山区红星美凯龙汶水店1555号3楼2、上海市宝山区建配龙家具广场B馆3楼3228号3、上海市闵行区吴中路1265号剪刀石头布家具广场B馆3楼4、上海市金山区红星美凯龙杭州湾大道1818弄30号5、上海市宝山区汶水路（沪太店百安居）1800号（注：工作地点可就近安排）面试统一地点：上海市闵行区宜山路2016号合川大厦13楼B座金山区面试地址：上海市金山区红星美凯龙杭州湾大道1818弄30号（以上如有不明：欢迎来电咨询） ,10人,15,私营,42,1000人以上,914406051937886733,存续,佛山市南海区狮山镇博爱中路40号联邦家私总部大楼9、10、11楼（住所申报）,193788673,7600万元人民币,"联邦集团成立于1984年，现有员工5000多人。集团主要产品门类有民用中高端实木家具、软体沙发、床垫、定制壁柜、地毯等；在国内、外拥有众多销售网点；拥有800多位管理、营销、设计、工程技术等中高级专业人才；公司研发能力强，并能迅速将科研成果转化为生产与商业效益；分别位于广东与山东的两大制造/物流基地，生产流程、工艺技术具备国际先进水平，能适应多品种高品质快速供货服务需求；国内市场网络已覆盖100%的一、二级城市以及70%以上的三级城市，国际市场涵盖全球100多个国家和地区，构成了联邦多层次、全方位的网络体系，成为联邦品牌发展的有力依托。
  30多年来，我们收获无数荣誉。联邦商标被评为""中国驰名商标""，联邦集团荣获""全国轻工百强""，联邦集团检测中心获CNAS颁发的实验室认可证书。联邦集团是中国家具协会副理事长单位和广东家具协会副理事长单位，中国家具标准化技术委员会委员单位；设有中国家具协会设计工作站、博士后工作站，广东省家具创新工程技术研究开发中心、国家级企业技术中心；并先后荣获国家及省、市""先进集体""、""窗口企业""、""行业最佳雇主企业""、""重点培育和发展的广东省出口名牌""等荣誉称号。 
  未来的联邦，将凭借独特的企业文化、优秀的管理创新平台，与您共同努力，打造中国人自己的世界名牌，铸就国际化的大联邦。

诱惑您的N个理由：
1、33年，领导品牌，领军企业，您值得拥有
2、集团型公司，全球化平台，助您事业高起点
3、联邦商学院，全面专业培训体系，您职业发展的加油站
4、年年有加薪，月月有提成，年终有奖金
5、提供食宿，解决您的生活之忧
6、交通便利，二、三十分钟直达广佛中心城区
7、最佳雇主品牌，人性化管理，给您五险保障
8、带薪年假、过节福利、拓展旅游、样样齐全
9、特设创业基金，圆您创业梦想
…………

公司乘车路线:
地铁9号线合川路下1号出口
温馨提示:近期有外部组织冒充我司招聘人员，请大家谨防上当受骗，如需咨询招聘面试情况，请致公司总部招聘电话",1
 销售助理,销售员+早九晚五不加班 ,8000-12000元/月,99,100,五险一金_年底双薪_饭补_加班补助,"学历不限_经验不限,可接收应届生",bj, 岗位职责：1、整车销售服务和进店客户咨询服务；2、整理各车型的销售资料及客户档案；3、开拓产品的销售市场，完成各项销售指标；4、售前业务跟进及售后客户维系工作。任职资格：1、中专及以上学历，有驾驶证并驾驶熟练，形象好，气质佳；2、良好的沟通和表达能力，抗压能力强3、良好的团队协作精神和客户服务意识；4、有销售经验或市场营销专业优先。薪资: 综合薪资 8000-15000元有责底薪5000元+（20%-30%）提成  五险工作时间：试用期3个月 早九晚五  单休  法定假日休息如有合适人才，可以推荐。介绍人可获得伯乐奖500元/人 ,20人,5,私营,31,50-99人,91110114MA01BHMM4U,开业,北京市昌平区东小口镇天通中苑二区40号楼4层402-1,MA01BHMM4,2000 万元,"北京兵丰集团于2018年4月在北京注册成立集团总公司（北京兵丰佳业科技发展有限公司）它旗下有北京兵丰远达注册于2011年，北京中锦远通注册于2009年，在西安、河北、重庆均有分公司；是一家大宗采购，全国汽车销售、批发集采的公司。
公司主要经营各类进口以及国产汽车的综合销售与服务，主要面向全国二级经销商、公司客户以及个人消费者，提供品牌特价折扣、垫资发车、优惠零售等优质服务。
北京兵丰集团旗下有北京兵丰远达、西安兵丰远达、北京中锦远通、北京中兴国奥、北京骏达伟业等多个子公司。公司未来将在全国各地省会城市成立多个集团子公司，旨在形成更加通达的全国联网销售与服务体系。
总公司位于北京汽车批发零售集散中心——北辰亚运村汽车交易市场。公司产业氛围浓厚，行业环境优越，基于公司自身的信用体系成熟、经营理念完善及各项硬件指标齐备的优秀实力，能为更好地服务于广大客户提供坚实的基础与强有力的保障。同时，公司工作环境舒适，人文氛围和谐，员工关怀以及人性化管理更是长期领先于业内。",1
 货运司机,低月租高收入招网约货运车 ,10000-15000元/月,7,100,包住_包吃_五险一金_年底双薪_周末双休_交通补助_加班补助_饭补_话补_房补,学历不限_经验不限,sh," 公司简介：——————           为响应国家节能减排倡导绿色环境的号召，本公司现有大量新能源面包车，享受政策扶持。公司是合法有营运证、属营运、货运性质的沪AD大牌合法上路。网约车租赁公司全上海不限区域，赚的每一笔流水是直接转入个人账户里，多劳多得。关于外地人新政事宜，公司全包，安心跑单！24小时车辆上门抢修，市场部全程跟踪软件使用，优先的团队随时为您待命。一：新能源车货车租赁方案：押金1万、租金2800起租。租车分三种模式具体电话咨询。 二：任职要求：1、1年以上驾驶经验，驾驶技术娴熟，不限户籍。　2、无不良驾驶记录，无重大事故及交通违章，具有较强的安全意识，五官端正，身体健康。3、为人踏实、老实忠厚、服务意识强、有责任心三：新能源货车的优势：1、属新能源货运性质的营运车，零污染、零排放、政府大力支持的趋势产业，慢慢进入大宗视线！2019年下半年统一货运油车将不能进市区.2、续航里程远，充一次电可跑260公里，白天送货，晚上充电，完全可以满足城市配送需求！3、充电方便，在家即可进行充电，外面充电桩也可充（可根据自己情况）！4、低损耗、耐高温以及防水性能号，稳定性强！5、内外型美观、自动挡、冷暖空调、起步快、动力足！6、充电便宜，35度电充满，一次使用电费21-43块钱,一般7个小时左右充满。四：薪资待遇：公司与多家平台合作．24小时指派单．货源充足、除去平台货源之外、自己可接私活．平均一天流水600～800元之间。除平台给予的奖励外，优秀司机每月还可自行调休，弹性工作，无在线时间要求，无地区限制！全上海，时间自由安排，不用每天到公司报道。司机提交入职资料：身份证、驾驶证。弹性收入，多劳多得，大概流水15000—20000元，纯收入10000-12000元。 ",20人,4,私营,1,10-49人,91310113MA1GMHWQ66,存续（在营、开业、在册）,上海市宝山区月罗路2255号17幢425室,MA1GMHWQ6,200万人民币,公司本着“客户第一，诚信至上”的原则，欢迎国内外企业/公司/机构与本单位建立长期的合作关系。公司拥有一支较强的队伍并和国内多家单位强强联手。热诚欢迎各界朋友前来参观、考察、洽谈业务。上海聚珑汽车租赁有限公司司欢迎新老客户来电咨询。,0
 仓库管理员,车公庙急招仓库管理员 ,薪资面议,0,100,绩效奖_生活补贴,学历不限_经验不限,sz, 职责：1、负责夜间收货，上架，商品质检工作；2、负责夜间库存盘点；任职要求：1、25-35岁，初中以上学历；2、做事仔细，勤奋，有耐心； ,5人,143,私营,74,100-499人,91440300565707177R,存续（在营、开业、在册）,深圳市南山区南山大道1088号南园枫叶大厦16E,565707177,,北京万古恒信科技有限公司应人力资源外包服务市场之需求而创立。公司以客户需求为导向，以为客户创造价值为宗旨，汇集业内专业人士，创新人力资源外包服务模式，应用互联网服务平台和软件信息技术等网络服务手段，为客户提供全面、专业、高效的外包服务产品和行业解决方案。公司为外资企业、国有企业、民营企业以及政府机关、事业单位提供人事代理、劳务派遣、招聘外包、培训外包、劳动争议咨询、商业补充医疗保险、企业人力资源软件应用服务等各类人力资源外包服务。同时，基于特定行业人力资源的需求，公司整合社会资源和专业服务能力，采用“定向培训+劳务派遣”的服务模式，为行业客户提供一揽子人力资源外包服务解决方案。,1
